id,name,description,cve,processed
CAPEC-609,Cellular Traffic Intercept,cellular traffic voice datum mobile device retransmission device intercept numerous method malicious actor deploy cellular tower equipment intercept cellular traffic surreptitiously additionally government agency adversary malicious actor intercept cellular traffic telecommunication backbone mobile traffic transmit,[],cellular traffic voice datum mobile device retransmission device intercept numerous method malicious actor deploy cellular tower equipment intercept cellular traffic surreptitiously additionally government agency adversary malicious actor intercept cellular traffic telecommunication backbone mobile traffic transmit
CAPEC-61,Session Fixation,attacker induce client establish session target software session identifier provide attacker user successfully authenticate target software attacker use privileged session identifier transaction attack leverage fact target software rely client generate session identifier maintain session identifier privilege elevation,['CVE-2004-2182'],attacker induce client establish session target software session identifier provide attacker user successfully authenticate target software attacker use privileged session identifier transaction attack leverage fact target software rely client generate session identifier maintain session identifier privilege elevation
CAPEC-610,Cellular Data Injection,adversary inject datum mobile technology traffic data flow signaling datum disrupt communication conduct additional surveillance operation,[],adversary inject datum mobile technology traffic data flow signaling datum disrupt communication conduct additional surveillance operation
CAPEC-611,BitSquatting,adversary register domain bit different trust domain bitsquatting attack leverage random error memory direct internet traffic adversary control destination bitsquatting require exploitation complicated reverse engineering operating system architecture agnostic experimental observation bitsquatting popular website redirect non trivial amount internet traffic malicious entity,[],adversary register domain bit different trust domain bitsquatting attack leverage random error memory direct internet traffic adversary control destination bitsquatting require exploitation complicated reverse engineering operating system architecture agnostic experimental observation bitsquatting popular website redirect non trivial amount internet traffic malicious entity
CAPEC-612,WiFi MAC Address Tracking,attack scenario attacker passively listen wifi message log associate media access control mac address address intend unique wireless device configure change software attacker able associate mac address particular user set user example attend public event attacker scan mac address track user future,[],attack scenario attacker passively listen wifi message log associate media access control mac address address intend unique wireless device configure change software attacker able associate mac address particular user set user example attend public event attacker scan mac address track user future
CAPEC-613,WiFi SSID Tracking,attack scenario attacker passively listen wifi management frame message contain service set identifier ssid wifi network message frequently transmit wifi access point retransmission device client access network handset mobile device attacker able associate ssid particular user set user example attend public event attacker scan ssid track user future,[],attack scenario attacker passively listen wifi management frame message contain service set identifier ssid wifi network message frequently transmit wifi access point retransmission device client access network handset mobile device attacker able associate ssid particular user set user example attend public event attacker scan ssid track user future
CAPEC-614,Rooting SIM Cards,sim card de facto trust anchor mobile device worldwide card protect mobile identity subscriber associate device phone number increasingly store payment credential example nfc enable phone mobile wallet attack leverage air ota update deploy cryptographically secure sms message deliver executable code sim crack des key attacker send properly sign binary sms message device treat java applet execute sim applet allow send sms change voicemail number query phone location predefine function capability provide plenty potential abuse,[],sim card de facto trust anchor mobile device worldwide card protect mobile identity subscriber associate device phone number increasingly store payment credential example nfc enable phone mobile wallet attack leverage air ota update deploy cryptographically secure sms message deliver executable code sim crack des key attacker send properly sign binary sms message device treat java applet execute sim applet allow send sms change voicemail number query phone location predefine function capability provide plenty potential abuse
CAPEC-615,Evil Twin Wi-Fi Attack,adversary install wi fi equipment act legitimate wi fi network access point device connect access point wi fi datum traffic intercept capture analyze allow adversary use adversary middle communication,[],adversary install wi fi equipment act legitimate wi fi network access point device connect access point wi fi datum traffic intercept capture analyze allow adversary use adversary middle communication
CAPEC-616,Establish Rogue Location,adversary provide malicious version resource location similar expected location legitimate resource establish rogue location adversary wait victim visit location access malicious resource,[],adversary provide malicious version resource location similar expected location legitimate resource establish rogue location adversary wait victim visit location access malicious resource
CAPEC-617,Cellular Rogue Base Station,attack scenario attacker imitate cellular base station rogue base station equipment cellular device connect station strong signal attacker easily convince target cellular device retransmission device talk rogue base station,[],attack scenario attacker imitate cellular base station rogue base station equipment cellular device connect station strong signal attacker easily convince target cellular device retransmission device talk rogue base station
CAPEC-618,Cellular Broadcast Message Request,attack scenario attacker use knowledge target mobile phone number number associate sim retransmission device cause cellular network send broadcast message alert mobile device network know cell tower target mobile device attach broadcast message send location area code lac target currently locate trigger cellular broadcast message listen presence absence message attacker verify target give location,[],attack scenario attacker use knowledge target mobile phone number number associate sim retransmission device cause cellular network send broadcast message alert mobile device network know cell tower target mobile device attach broadcast message send location area code lac target currently locate trigger cellular broadcast message listen presence absence message attacker verify target give location
CAPEC-619,Signal Strength Tracking,attack scenario attacker passively monitor signal strength target cellular rf signal wifi rf signal use strength signal directional antenna multiple listening point identify source location signal obtain signal target accomplish multiple technique cellular broadcast message request use imsi tracking wifi mac address tracking,[],attack scenario attacker passively monitor signal strength target cellular rf signal wifi rf signal use strength signal directional antenna multiple listening point identify source location signal obtain signal target accomplish multiple technique cellular broadcast message request use imsi tracking wifi mac address tracking
CAPEC-62,Cross Site Request Forgery,attacker craft malicious web link distribute web page email etc typically target manner hope induce user click link execute malicious action party application successful action embed malicious link process accept target application user privilege level type attack leverage persistence implicit trust place user session cookie web application today architecture user authenticate application session cookie create user system follow transaction session authenticate cookie include potential action initiate attacker simply ride exist session cookie,[],attacker craft malicious web link distribute web page email etc typically target manner hope induce user click link execute malicious action party application successful action embed malicious link process accept target application user privilege level type attack leverage persistence implicit trust place user session cookie web application today architecture user authenticate application session cookie create user system follow transaction session authenticate cookie include potential action initiate attacker simply ride exist session cookie
CAPEC-620,Drop Encryption Level,attacker force encryption level lower enable successful attack encrypt datum,[],attacker force encryption level lower enable successful attack encrypt datum
CAPEC-621,Analysis of Packet Timing and Sizes,attacker intercept log encrypt transmission purpose analyze metadata packet timing size actual datum encrypt metadata reveal valuable information attacker note attack applicable voip datum application datum especially interactive app require precise timing low latency thin client,[],attacker intercept log encrypt transmission purpose analyze metadata packet timing size actual datum encrypt metadata reveal valuable information attacker note attack applicable voip datum application datum especially interactive app require precise timing low latency thin client
CAPEC-622,Electromagnetic Side-Channel Attack,attack scenario attacker passively monitor electromagnetic emanation produce target electronic device unintentional effect processing emanation attacker derive information datum process attacker recover cryptographic key monitor emanation associate cryptographic processing style attack require proximal access device attack demonstrate public conference work distance foot significant study determine maximum practical distance attack attack passive nearly impossible detect target device continue operate normal successful attack,[],attack scenario attacker passively monitor electromagnetic emanation produce target electronic device unintentional effect processing emanation attacker derive information datum process attacker recover cryptographic key monitor emanation associate cryptographic processing style attack require proximal access device attack demonstrate public conference work distance foot significant study determine maximum practical distance attack attack passive nearly impossible detect target device continue operate normal successful attack
CAPEC-623,Compromising Emanations Attack,compromising emanation ce define unintentional signal attacker intercept analyze disclose information process target equipment commercial mobile device retransmission device display button microchip radio emit mechanical emission form sound vibration capture emission help adversary understand device,[],compromising emanation ce define unintentional signal attacker intercept analyze disclose information process target equipment commercial mobile device retransmission device display button microchip radio emit mechanical emission form sound vibration capture emission help adversary understand device
CAPEC-624,Hardware Fault Injection,adversary use disruptive signal event electromagnetic pulse laser pulse clock glitch etc cause faulty behavior electronic device perform control manner device perform cryptographic operation faulty behavior exploit derive secret key information,[],adversary use disruptive signal event electromagnetic pulse laser pulse clock glitch etc cause faulty behavior electronic device perform control manner device perform cryptographic operation faulty behavior exploit derive secret key information
CAPEC-625,Mobile Device Fault Injection,fault injection attack mobile device use disruptive signal event electromagnetic pulse laser pulse clock glitch etc cause faulty behavior perform control manner device perform cryptographic operation faulty behavior exploit derive secret key information attack usually require physical control mobile device non destructive device attack indication secret key compromise,[],fault injection attack mobile device use disruptive signal event electromagnetic pulse laser pulse clock glitch etc cause faulty behavior perform control manner device perform cryptographic operation faulty behavior exploit derive secret key information attack usually require physical control mobile device non destructive device attack indication secret key compromise
CAPEC-626,Smudge Attack,attack reveal password passcode pattern touchscreen device detect oil smudge leave user finger,[],attack reveal password passcode pattern touchscreen device detect oil smudge leave user finger
CAPEC-627,Counterfeit GPS Signals,adversary attempt deceive gps receiver broadcast counterfeit gps signal structure resemble set normal gps signal spoofed signal structure way cause receiver estimate position actually locate different time determine adversary,[],adversary attempt deceive gps receiver broadcast counterfeit gps signal structure resemble set normal gps signal spoofed signal structure way cause receiver estimate position actually locate different time determine adversary
CAPEC-628,Carry-Off GPS Attack,common form gps spoofing attack commonly term carry attack begin adversary broadcast signal synchronize genuine signal observe target receiver power counterfeit signal gradually increase draw away genuine signal time adversary carry target away intended destination location choose adversary,[],common form gps spoofing attack commonly term carry attack begin adversary broadcast signal synchronize genuine signal observe target receiver power counterfeit signal gradually increase draw away genuine signal time adversary carry target away intended destination location choose adversary
CAPEC-629,Unauthorized Use of Device Resources,adversary previously obtain unauthorized access certain device resource use access obtain information location network information,[],adversary previously obtain unauthorized access certain device resource use access obtain information location network information
CAPEC-63,Cross-Site Scripting (XSS),adversary embed malicious script content serve web browser goal attack target software client browser execute script user privilege level attack type exploit program vulnerability bring allow remote host execute code script web browser example simple security control place remote attacker allow execute script inject user generate content like bulletin board control bypass attack difficult end user detect,[],adversary embed malicious script content serve web browser goal attack target software client browser execute script user privilege level attack type exploit program vulnerability bring allow remote host execute code script web browser example simple security control place remote attacker allow execute script inject user generate content like bulletin board control bypass attack difficult end user detect
CAPEC-630,TypoSquatting,adversary register domain character different trust domain typosquatting attack take advantage instance user mistype url visually verify url click phishing attack result user direct adversary control destination typosquatting require attack trust domain complicated reverse engineering,[],adversary register domain character different trust domain typosquatting attack take advantage instance user mistype url visually verify url click phishing attack result user direct adversary control destination typosquatting require attack trust domain complicated reverse engineering
CAPEC-631,SoundSquatting,adversary register domain sound trusted domain different spelling soundsquatting attack take advantage user confusion word direct internet traffic adversary control destination soundsquatting require attack trust domain complicated reverse engineering,[],adversary register domain sound trusted domain different spelling soundsquatting attack take advantage user confusion word direct internet traffic adversary control destination soundsquatting require attack trust domain complicated reverse engineering
CAPEC-632,Homograph Attack via Homoglyphs,adversary register domain contain homoglyph lead register domain appear trust domain homograph attack leverage fact different character character set look user homograph attack generally combine attack phishing attack order direct internet traffic adversary control destination,"['CVE-2012-0584', 'CVE-2009-0652', 'CVE-2005-0233', 'CVE-2005-0234', 'CVE-2005-0235', 'CVE-2005-0236', 'CVE-2005-0237', 'CVE-2005-0238']",adversary register domain contain homoglyph lead register domain appear trust domain homograph attack leverage fact different character character set look user homograph attack generally combine attack phishing attack order direct internet traffic adversary control destination
CAPEC-633,Token Impersonation,adversary exploit weakness authentication create access token equivalent impersonate different entity associate process thread impersonated token action cause downstream user decision action base assumed identity response block adversary,[],adversary exploit weakness authentication create access token equivalent impersonate different entity associate process thread impersonated token action cause downstream user decision action base assumed identity response block adversary
CAPEC-634,Probe Audio and Video Peripherals,adversary exploit target system audio video functionality malware schedule task goal capture sensitive information target financial personal political gain accomplish collect communication datum party use peripheral device microphone webcam application audio video capability skype system,[],adversary exploit target system audio video functionality malware schedule task goal capture sensitive information target financial personal political gain accomplish collect communication datum party use peripheral device microphone webcam application audio video capability skype system
CAPEC-635,Alternative Execution Due to Deceptive Filenames,extension file context determine application open use attacker cause alternative application able execute malicious code cause denial service expose sensitive information,[],extension file context determine application open use attacker cause alternative application able execute malicious code cause denial service expose sensitive information
CAPEC-636,Hiding Malicious Data or Code within Files,file operate system complex format allow storage datum addition content metadata file cache thumbnail image file utility invoke particular way data visible normal use file possible attacker store malicious datum code facility difficult discover,[],file operate system complex format allow storage datum addition content metadata file cache thumbnail image file utility invoke particular way data visible normal use file possible attacker store malicious datum code facility difficult discover
CAPEC-637,Collect Data from Clipboard,adversary exploit application allow copying sensitive datum information collect information copy clipboard datum copy clipboard access application malware build exfiltrate log clipboard content periodic basis way adversary aim garner information unauthorized,[],adversary exploit application allow copying sensitive datum information collect information copy clipboard datum copy clipboard access application malware build exfiltrate log clipboard content periodic basis way adversary aim garner information unauthorized
CAPEC-638,Altered Component Firmware,adversary exploit system feature improperly protect firmware hardware component hard disk drives hdd goal execute malicious code component master boot record mbr conduct type attack entail adversary infect target firmware alter malware known tool payload malware execute mbr modify include instruction execute payload desire interval system boot successful attack obtain persistence victim system operate system reinstall component format datum erase,[],adversary exploit system feature improperly protect firmware hardware component hard disk drives hdd goal execute malicious code component master boot record mbr conduct type attack entail adversary infect target firmware alter malware known tool payload malware execute mbr modify include instruction execute payload desire interval system boot successful attack obtain persistence victim system operate system reinstall component format datum erase
CAPEC-639,Probe System Files,adversary obtain unauthorized information improperly protect file application store sensitive information file protect proper access control adversary access file search sensitive information,[],adversary obtain unauthorized information improperly protect file application store sensitive information file protect proper access control adversary access file search sensitive information
CAPEC-64,Using Slashes and URL Encoding Combined to Bypass Validation Logic,attack target encoding url combine encoding slash character attacker advantage multiple way encode url abuse interpretation url url contain special character need special syntax handling order interpret special character represent percentage character follow digit represent octet code original character hex code instance ascii space character represent refer escape ending percent encoding server decode url request restrict access url path validate filter url request receive attacker try craft url sequence special character interpret server equivalent forbid url difficult protect attack url contain format encoding encoding unicode encoding etc,['CVE-2001-1335'],attack target encoding url combine encoding slash character attacker advantage multiple way encode url abuse interpretation url url contain special character need special syntax handling order interpret special character represent percentage character follow digit represent octet code original character hex code instance ascii space character represent refer escape ending percent encoding server decode url request restrict access url path validate filter url request receive attacker try craft url sequence special character interpret server equivalent forbid url difficult protect attack url contain format encoding encoding unicode encoding etc
CAPEC-640,Inclusion of Code in Existing Process,adversary take advantage bug application fail verify integrity run process execute arbitrary code address space separate live process adversary use run code context process try access process memory system network resource etc goal attack evade detection defense escalate privilege mask malicious code exist legitimate process example approach include limit dynamic link library dll injection portable executable injection thread execution hijacking ptrace system call vdso hijacking function hooking,[],adversary take advantage bug application fail verify integrity run process execute arbitrary code address space separate live process adversary use run code context process try access process memory system network resource etc goal attack evade detection defense escalate privilege mask malicious code exist legitimate process example approach include limit dynamic link library dll injection portable executable injection thread execution hijacking ptrace system call vdso hijacking function hooking
CAPEC-641,DLL Side-Loading,adversary place malicious version dynamic link library dll windows winsxs directory trick operate system load malicious dll instead legitimate dll program specify location dll load use winsxs manifest dll redirection windows search predefined set directory locate file application improperly specify required dll winsxs manifest explicit characteristic dll load vulnerable loading,[],adversary place malicious version dynamic link library dll windows winsxs directory trick operate system load malicious dll instead legitimate dll program specify location dll load use winsxs manifest dll redirection windows search predefined set directory locate file application improperly specify required dll winsxs manifest explicit characteristic dll load vulnerable loading
CAPEC-642,Replace Binaries,adversary know certain binary regularly execute normal processing binary protect appropriate file system permission possible replace malware malware execute high system permission level variation pattern discover self extract installation package unpack binary directory weak file permission clean appropriately binary replace malware execute,[],adversary know certain binary regularly execute normal processing binary protect appropriate file system permission possible replace malware malware execute high system permission level variation pattern discover self extract installation package unpack binary directory weak file permission clean appropriately binary replace malware execute
CAPEC-643,Identify Shared Files/Directories on System,adversary discover connection system exploit target system standard practice reveal searchable common area identification share folder drive system adversary goal locate collect sensitive information file map potential route lateral movement network,[],adversary discover connection system exploit target system standard practice reveal searchable common area identification share folder drive system adversary goal locate collect sensitive information file map potential route lateral movement network
CAPEC-644,Use of Captured Hashes (Pass The Hash),adversary obtain steal purchase legitimate windows domain credential userid password hash value access system domain leverage lan man lm nt lan man ntlm authentication protocol,[],adversary obtain steal purchase legitimate windows domain credential userid password hash value access system domain leverage lan man lm nt lan man ntlm authentication protocol
CAPEC-645,Use of Captured Tickets (Pass The Ticket),adversary use steal kerberos ticket access system resource leverage kerberos authentication protocol kerberos authentication protocol center ticketing system request grant access service access request service adversary obtain ticket service ticket ticket granting ticket silver ticket golden ticket authenticate system resource need account credential depend ticket obtain adversary able access particular resource generate tgt account active directory domain,[],adversary use steal kerberos ticket access system resource leverage kerberos authentication protocol kerberos authentication protocol center ticketing system request grant access service access request service adversary obtain ticket service ticket ticket granting ticket silver ticket golden ticket authenticate system resource need account credential depend ticket obtain adversary able access particular resource generate tgt account active directory domain
CAPEC-646,Peripheral Footprinting,adversary attempt obtain information attach peripheral device component connect computer system example include discover presence ios device search backup analyze windows registry determine usb device connect infect victim system malware report usb device connect allow adversary gain additional insight system network environment useful construct attack,[],adversary attempt obtain information attach peripheral device component connect computer system example include discover presence ios device search backup analyze windows registry determine usb device connect infect victim system malware report usb device connect allow adversary gain additional insight system network environment useful construct attack
CAPEC-647,Collect Data from Registries,adversary exploit weakness authorization gather system specific datum sensitive information registry windows registry mac plist contain information system configuration software operate system security adversary leverage information gather order carry attack,[],adversary exploit weakness authorization gather system specific datum sensitive information registry windows registry mac plist contain information system configuration software operate system security adversary leverage information gather order carry attack
CAPEC-648,Collect Data from Screen Capture,adversary gather sensitive information exploit system screen capture functionality screenshot adversary aim happen screen course operation adversary leverage information gather order carry attack,[],adversary gather sensitive information exploit system screen capture functionality screenshot adversary aim happen screen course operation adversary leverage information gather order carry attack
CAPEC-649,Adding a Space to a File Extension,adversary add space character end file extension take advantage application properly neutralize trailing special element file name extra space difficult user notice affect default application operate file leverage adversary control execution,[],adversary add space character end file extension take advantage application properly neutralize trailing special element file name extra space difficult user notice affect default application operate file leverage adversary control execution
CAPEC-65,Sniff Application Code,adversary passively sniff network communication capture application code bind authorized client obtain use reverse engineering glean sensitive information exploit trust relationship client server code belong dynamic update client patch apply client component interaction client authorize communicate server,[],adversary passively sniff network communication capture application code bind authorized client obtain use reverse engineering glean sensitive information exploit trust relationship client server code belong dynamic update client patch apply client component interaction client authorize communicate server
CAPEC-650,Upload a Web Shell to a Web Server,exploit insufficient permission possible upload web shell web server way execute remotely shell capability act gateway underlying web server shell execute high permission level web server provide ability execute malicious code elevated level,[],exploit insufficient permission possible upload web shell web server way execute remotely shell capability act gateway underlying web server shell execute high permission level web server provide ability execute malicious code elevated level
CAPEC-651,Eavesdropping,adversary intercept form communication text audio video way software microphone audio recording application hardware record equipment physical mean physical proximity goal eavesdropping typically gain unauthorized access sensitive information target financial personal political gain eavesdropping different sniffing attack place network base communication channel ip traffic instead entail listen raw audio source conversation party,[],adversary intercept form communication text audio video way software microphone audio recording application hardware record equipment physical mean physical proximity goal eavesdropping typically gain unauthorized access sensitive information target financial personal political gain eavesdropping different sniffing attack place network base communication channel ip traffic instead entail listen raw audio source conversation party
CAPEC-652,Use of Known Kerberos Credentials,adversary obtain steal purchase legitimate kerberos credential kerberos service account userid password kerberos tickets goal achieve authenticate access additional system application service domain,[],adversary obtain steal purchase legitimate kerberos credential kerberos service account userid password kerberos tickets goal achieve authenticate access additional system application service domain
CAPEC-653,Use of Known Windows Credentials,adversary guess obtain steal purchase legitimate windows domain credential userid password achieve authentication perform authorized action domain guise authenticate user service attack leverage trust windows credential typically result adversary laterally move local windows network user allow login system application domain windows domain password domain authentication occur directly user type password pin single sign sso cloud base authentication verify authenticity user input,[],adversary guess obtain steal purchase legitimate windows domain credential userid password achieve authentication perform authorized action domain guise authenticate user service attack leverage trust windows credential typically result adversary laterally move local windows network user allow login system application domain windows domain password domain authentication occur directly user type password pin single sign sso cloud base authentication verify authenticity user input
CAPEC-654,Credential Prompt Impersonation,adversary previously instal malicious application impersonate credential prompt attempt steal user credential,[],adversary previously instal malicious application impersonate credential prompt attempt steal user credential
CAPEC-655,Avoid Security Tool Identification by Adding Data,adversary add datum file increase file size security tool capable handle attempt mask action addition add datum file change file hash frustrate security tool look know bad file hash,[],adversary add datum file increase file size security tool capable handle attempt mask action addition add datum file change file hash frustrate security tool look know bad file hash
CAPEC-656,Voice Phishing,adversary target user phishing attack purpose solicit account password sensitive information user voice phishing variation phishing social engineering technique attack initiate voice email user entice provide sensitive information adversary masquerade legitimate employee alleged organization voice phishing attack deviate standard phishing attack user typically interact compromise website provide sensitive information instead provide information verbally voice phishing attack initiate adversary form cold victim call illegitimate telephone number,[],adversary target user phishing attack purpose solicit account password sensitive information user voice phishing variation phishing social engineering technique attack initiate voice email user entice provide sensitive information adversary masquerade legitimate employee alleged organization voice phishing attack deviate standard phishing attack user typically interact compromise website provide sensitive information instead provide information verbally voice phishing attack initiate adversary form cold victim call illegitimate telephone number
CAPEC-657,Malicious Automated Software Update via Spoofing,attackers use identify content spoofing trick client perform automate software update malicious source malicious automate software update leverage spoofing include content identity spoofing protocol spoofing content identity spoofing attack trigger update software embed script mechanism malicious web page masquerade legitimate update source scripting mechanism communicate software component trigger update location specify attacker server result client believe legitimate software update available instead download malicious update attacker,"['CVE-2006-3976', 'CVE-2006-3977']",attackers use identify content spoofing trick client perform automate software update malicious source malicious automate software update leverage spoofing include content identity spoofing protocol spoofing content identity spoofing attack trigger update software embed script mechanism malicious web page masquerade legitimate update source scripting mechanism communicate software component trigger update location specify attacker server result client believe legitimate software update available instead download malicious update attacker
CAPEC-66,SQL Injection,attack exploit target software construct sql statement base user input attacker craft input string target software construct sql statement base input result sql statement perform action application intend sql injection result failure application appropriately validate input,['CVE-2006-5525'],attack exploit target software construct sql statement base user input attacker craft input string target software construct sql statement base input result sql statement perform action application intend sql injection result failure application appropriately validate input
CAPEC-660,Root/Jailbreak Detection Evasion via Hooking,adversary force non restricted mobile application load arbitrary code code file hooking goal evade root jailbreak detection mobile device user root jailbreak device order gain administrative control mobile operate system install party mobile application provide authorized application store google play store apple app store adversary leverage capability escalate privilege bypass access control legitimate application mobile application check mobile device rooted jailbroken prior authorized use application adversary able hook code order circumvent check successfully evade root jailbreak detection allow adversary execute administrative command obtain confidential datum impersonate legitimate user application,[],adversary force non restricted mobile application load arbitrary code code file hooking goal evade root jailbreak detection mobile device user root jailbreak device order gain administrative control mobile operate system install party mobile application provide authorized application store google play store apple app store adversary leverage capability escalate privilege bypass access control legitimate application mobile application check mobile device rooted jailbroken prior authorized use application adversary able hook code order circumvent check successfully evade root jailbreak detection allow adversary execute administrative command obtain confidential datum impersonate legitimate user application
CAPEC-661,Root/Jailbreak Detection Evasion via Debugging,adversary insert debugger program entry point mobile application modify application binary goal evade root jailbreak detection mobile device user root jailbreak device order gain administrative control mobile operate system install party mobile application provide authorized application store google play store apple app store root jailbreake mobile device provide user access system debugger disassembler leverage exploit application dump application memory runtime order remove bypass signature verification method allow adversary evade root jailbreak detection mechanism result execution administrative command obtain confidential datum impersonate legitimate user application,[],adversary insert debugger program entry point mobile application modify application binary goal evade root jailbreak detection mobile device user root jailbreak device order gain administrative control mobile operate system install party mobile application provide authorized application store google play store apple app store root jailbreake mobile device provide user access system debugger disassembler leverage exploit application dump application memory runtime order remove bypass signature verification method allow adversary evade root jailbreak detection mechanism result execution administrative command obtain confidential datum impersonate legitimate user application
CAPEC-662,Adversary in the Browser (AiTB),adversary exploit security vulnerability inherent functionality web browser order manipulate traffic endpoint attack require adversary trick victim instal trojan horse application system malicious web browser plugin adversary leverage mount attack victim interact web application banking website normal manner assumption connection secure adversary alter reroute traffic client application web browser coincide endpoint simultaneously display intended transaction datum user adversary able glean cookie http session ssl client certificate pivot authenticated intranet identify aitb difficult attack successful security mechanism ssl pki multifactor authentication present function intend attack,[],adversary exploit security vulnerability inherent functionality web browser order manipulate traffic endpoint attack require adversary trick victim instal trojan horse application system malicious web browser plugin adversary leverage mount attack victim interact web application banking website normal manner assumption connection secure adversary alter reroute traffic client application web browser coincide endpoint simultaneously display intended transaction datum user adversary able glean cookie http session ssl client certificate pivot authenticated intranet identify aitb difficult attack successful security mechanism ssl pki multifactor authentication present function intend attack
CAPEC-663,Exploitation of Transient Instruction Execution,adversary exploit hardware design flaw cpu implementation transient instruction execution expose sensitive datum bypass subvert access control restrict resource typically adversary conduct covert channel attack target non discarded microarchitectural change cause transient execution speculative execution branch prediction instruction pipelining order execution transient execution result serie instruction gadget construct covert channel access transfer secret datum,[],adversary exploit hardware design flaw cpu implementation transient instruction execution expose sensitive datum bypass subvert access control restrict resource typically adversary conduct covert channel attack target non discarded microarchitectural change cause transient execution speculative execution branch prediction instruction pipelining order execution transient execution result serie instruction gadget construct covert channel access transfer secret datum
CAPEC-664,Server Side Request Forgery,adversary exploit improper input validation submit maliciously craft input target application run server goal force server request web service run server internal network external party successful adversary request server privilege level bypass authentication control ultimately allow adversary access sensitive datum execute command server network external request steal identity server server request forgery attack differ cross site request forgery attack target server csrf attack exploit insecure user authentication mechanism perform unauthorized action user behalf,[],adversary exploit improper input validation submit maliciously craft input target application run server goal force server request web service run server internal network external party successful adversary request server privilege level bypass authentication control ultimately allow adversary access sensitive datum execute command server network external request steal identity server server request forgery attack differ cross site request forgery attack target server csrf attack exploit insecure user authentication mechanism perform unauthorized action user behalf
CAPEC-665,Exploitation of Thunderbolt Protection Flaws,adversary leverage firmware weakness thunderbolt protocol compute device manipulate thunderbolt controller firmware order exploit vulnerability implementation authorization verification scheme thunderbolt protection mechanism gain physical access target device adversary conduct high level firmware manipulation victim thunderbolt controller spi serial peripheral interface flash use spi programing device external thunderbolt device typically target device boot successful allow adversary modify memory subvert authentication mechanism spoof identity content extract datum memory target device currently major vulnerability exist thunderbolt protocol attack vector note execution flow,[],adversary leverage firmware weakness thunderbolt protocol compute device manipulate thunderbolt controller firmware order exploit vulnerability implementation authorization verification scheme thunderbolt protection mechanism gain physical access target device adversary conduct high level firmware manipulation victim thunderbolt controller spi serial peripheral interface flash use spi programing device external thunderbolt device typically target device boot successful allow adversary modify memory subvert authentication mechanism spoof identity content extract datum memory target device currently major vulnerability exist thunderbolt protocol attack vector note execution flow
CAPEC-666,BlueSmacking,adversary use bluetooth flooding transfer large packet bluetooth enable device protocol goal create attack carry close proximity bluetooth enable device,[],adversary use bluetooth flooding transfer large packet bluetooth enable device protocol goal create attack carry close proximity bluetooth enable device
CAPEC-667,Bluetooth Impersonation AttackS (BIAS),adversary disguise mac address bluetooth enable device exist active trusted connection authenticate successfully adversary perform malicious action target bluetooth device depend target capability,[],adversary disguise mac address bluetooth enable device exist active trusted connection authenticate successfully adversary perform malicious action target bluetooth device depend target capability
